Date,Open,High,Low,Close,Adj Close,Volume
8/10/2020,0.660061657,0.661299944,0.657890022,0.66010958,0.66010958,0
8/11/2020,0.659278333,0.662752032,0.657259107,0.659347951,0.659347951,0
8/12/2020,0.656991363,0.659909189,0.653368473,0.656939566,0.656939566,0
8/13/2020,0.658041954,0.659748077,0.655509889,0.657648087,0.657648087,0
8/14/2020,0.654638767,0.655991495,0.652741551,0.65472883,0.65472883,0
8/17/2020,0.654439986,0.655411065,0.652060509,0.654381752,0.654381752,0
8/18/2020,0.655428231,0.660501957,0.653599083,0.655471206,0.655471206,0
8/19/2020,0.660868645,0.665198803,0.660118341,0.661038995,0.661038995,0
8/20/2020,0.655969977,0.657300174,0.649110377,0.656159401,0.656159401,0
8/21/2020,0.654180527,0.654998958,0.651860714,0.654210508,0.654210508,0
8/24/2020,0.653778493,0.656491041,0.652669072,0.653881133,0.653881133,0
8/25/2020,0.652690411,0.655858159,0.651648343,0.652999818,0.652999818,0
8/26/2020,0.655209243,0.660458386,0.654518783,0.655299366,0.655299366,0
8/27/2020,0.663138747,0.667431951,0.660279572,0.663341105,0.663341105,0
8/28/2020,0.664548934,0.674340665,0.663759828,0.664531291,0.664531291,0
8/31/2020,0.674531698,0.676242232,0.672192097,0.674531698,0.674531698,0
9/1/2020,0.673740983,0.677910984,0.673137784,0.673260152,0.673260152,0
9/2/2020,0.67679143,0.678831339,0.674320221,0.676860213,0.676860213,0
9/3/2020,0.676548779,0.67749989,0.670650303,0.676750243,0.676750243,0
9/4/2020,0.669330597,0.673269153,0.666951239,0.668910205,0.668910205,0
9/7/2020,0.671289623,0.671668351,0.669409931,0.671289623,0.671289623,0
9/8/2020,0.669241011,0.670780778,0.66279155,0.669102192,0.669102192,0
9/9/2020,0.66127944,0.668400049,0.661231339,0.661261976,0.661261976,0
9/10/2020,0.668109775,0.670758307,0.666488945,0.668208003,0.668208003,0
9/11/2020,0.664951086,0.669568121,0.664659441,0.664699197,0.664699197,0
9/14/2020,0.668820262,0.672099888,0.667788565,0.66852963,0.66852963,0
9/15/2020,0.669778943,0.673641086,0.668748736,0.669971883,0.669971883,0
9/16/2020,0.670978785,0.675940573,0.670371592,0.671091378,0.671091378,0
9/17/2020,0.672409058,0.67384994,0.667668164,0.672169507,0.672169507,0
9/18/2020,0.676731944,0.679860473,0.675949693,0.67626965,0.67626965,0
9/21/2020,0.675858378,0.677799761,0.665269613,0.675899506,0.675899506,0
9/22/2020,0.666480064,0.668820262,0.663310289,0.666600049,0.666600049,0
9/23/2020,0.663129985,0.664341509,0.656439304,0.663239896,0.663239896,0
9/24/2020,0.654720187,0.655608714,0.651249468,0.654518783,0.654518783,0
9/25/2020,0.654930294,0.659169674,0.65310818,0.654990375,0.654990375,0
9/28/2020,0.655319989,0.656741083,0.654129207,0.655179203,0.655179203,0
9/29/2020,0.656650603,0.659778535,0.65539819,0.656801522,0.656801522,0
9/30/2020,0.660288274,0.661550641,0.657060444,0.660092115,0.660092115,0
10/1/2020,0.662378907,0.665747941,0.661769569,0.662277937,0.662277937,0
10/2/2020,0.66511029,0.665490985,0.661581278,0.665141284,0.665141284,0
10/5/2020,0.66386956,0.665482104,0.663279951,0.663979769,0.663979769,0
10/6/2020,0.665229797,0.665799797,0.662528098,0.665380239,0.665380239,0
10/7/2020,0.659091473,0.660140097,0.657669783,0.659000337,0.659000337,0
10/8/2020,0.657259941,0.659630597,0.654818773,0.657410324,0.657410324,0
10/9/2020,0.659039378,0.66687119,0.658939481,0.658939481,0.658939481,0
10/12/2020,0.666231394,0.667111456,0.664328218,0.66644007,0.66644007,0
10/13/2020,0.664929032,0.667219996,0.662969947,0.664929032,0.664929032,0
10/14/2020,0.665548563,0.668310702,0.664628446,0.665539682,0.665539682,0
10/15/2020,0.665951848,0.666257977,0.657769263,0.665619433,0.665619433,0
10/16/2020,0.659839511,0.662099898,0.658817947,0.659891784,0.659891784,0
10/19/2020,0.661870301,0.664699197,0.661219954,0.661778331,0.661778331,0
10/20/2020,0.659400046,0.659639299,0.655449688,0.659308791,0.659308791,0
10/21/2020,0.658119917,0.667587936,0.657920718,0.658080935,0.658080935,0
10/22/2020,0.664531291,0.667900026,0.663371921,0.664619684,0.664619684,0
10/23/2020,0.667191565,0.670528948,0.665759921,0.667159915,0.667159915,0
10/26/2020,0.668328583,0.669841707,0.66733849,0.668440282,0.668440282,0
10/27/2020,0.667868793,0.672277927,0.667868793,0.667800128,0.667800128,0
10/28/2020,0.66990006,0.6723001,0.663042009,0.670079589,0.670079589,0
10/29/2020,0.664929032,0.666000664,0.659917891,0.664968789,0.664968789,0
10/30/2020,0.662958562,0.667120278,0.660480142,0.662971675,0.662971675,0
